"Hyperparameters: —episodes 1e5 —seed 25 —learn_rate 0.01— e_init 1 —e_final 0 —discount 0.95
slippery = False",,
episode_num,total_reward,episode_length
93187,1.0,6
93188,1.0,6
93189,1.0,6
93190,1.0,6
93191,1.0,6
93192,1.0,6
93193,1.0,6
93194,1.0,6
93195,1.0,6
93196,1.0,6
93197,1.0,6
93198,1.0,6
93199,1.0,6
93200,1.0,6
93201,1.0,6
93202,1.0,6
93203,1.0,6
93204,1.0,6
93205,1.0,6
93206,1.0,6
93207,1.0,6
93208,1.0,6
93209,1.0,6
93210,1.0,6
93211,1.0,6
93212,1.0,6
93213,1.0,6
93214,1.0,6
93215,1.0,6
93216,1.0,6
93217,1.0,6
93218,1.0,6
93219,1.0,6
93220,1.0,6
93221,1.0,6
93222,1.0,6
93223,1.0,6
93224,1.0,6
93225,1.0,6
93226,1.0,6
93227,1.0,6
93228,1.0,6
93229,1.0,6
93230,1.0,6
93231,1.0,6
93232,1.0,6
93233,1.0,6
93234,1.0,6
93235,1.0,6
93236,1.0,6
93237,1.0,6
93238,1.0,6
93239,1.0,6
93240,1.0,6
93241,1.0,6
93242,1.0,6
93243,1.0,6
93244,1.0,6
93245,1.0,6
93246,1.0,6
93247,1.0,6
93248,1.0,6
93249,1.0,6
93250,1.0,6
93251,1.0,6
93252,1.0,6
93253,1.0,6
93254,1.0,6
93255,1.0,6
93256,1.0,6
93257,1.0,6
93258,1.0,6
93259,1.0,6
93260,1.0,6
93261,1.0,6
93262,1.0,6
93263,1.0,6
93264,1.0,6
93265,1.0,6
93266,1.0,6
93267,1.0,6
93268,1.0,6
93269,1.0,6
93270,1.0,6
93271,1.0,6
93272,1.0,6
93273,1.0,6
93274,1.0,6
93275,1.0,6
93276,1.0,6
93277,1.0,6
93278,1.0,6
93279,1.0,6
93280,1.0,6
93281,1.0,6
93282,1.0,6
93283,1.0,6
93284,1.0,6
93285,1.0,6
93286,1.0,6
93287,1.0,6
93288,1.0,6
93289,1.0,6
93290,1.0,6
93291,1.0,6
93292,1.0,6
93293,1.0,6
93294,1.0,6
93295,1.0,6
93296,1.0,6
93297,1.0,6
93298,1.0,6
93299,1.0,6
93300,1.0,6
93301,1.0,6
93302,1.0,6
93303,1.0,6
93304,1.0,6
93305,1.0,6
93306,1.0,6
93307,1.0,6
93308,1.0,6
93309,1.0,6
93310,1.0,6
93311,1.0,6
93312,1.0,6
93313,1.0,6
93314,1.0,6
93315,1.0,6
93316,1.0,6
93317,1.0,6
93318,1.0,6
93319,1.0,6
93320,1.0,6
93321,1.0,6
93322,1.0,6
93323,1.0,6
93324,1.0,6
93325,1.0,6
93326,1.0,6
93327,1.0,6
93328,1.0,6
93329,1.0,6
93330,1.0,6
93331,1.0,6
93332,1.0,6
93333,1.0,6
93334,1.0,6
93335,1.0,6
93336,1.0,6
93337,1.0,6
93338,1.0,6
93339,1.0,6
93340,1.0,6
93341,1.0,6
93342,1.0,6
93343,1.0,6
93344,1.0,6
93345,1.0,6
93346,1.0,6
93347,1.0,6
93348,1.0,6
93349,1.0,6
93350,1.0,6
93351,1.0,6
93352,1.0,6
93353,1.0,6
93354,1.0,6
93355,1.0,6
93356,1.0,6
93357,1.0,6
93358,1.0,6
93359,1.0,6
93360,1.0,6
93361,1.0,6
93362,1.0,6
93363,1.0,6
93364,1.0,6
93365,1.0,6
93366,1.0,6
93367,1.0,6
93368,1.0,6
93369,1.0,6
93370,1.0,6
93371,1.0,6
93372,1.0,6
93373,1.0,6
93374,1.0,6
93375,1.0,6
93376,1.0,6
93377,1.0,6
93378,1.0,6
93379,1.0,6
93380,1.0,6
93381,1.0,6
93382,1.0,6
93383,1.0,6
93384,1.0,6
93385,1.0,6
93386,1.0,6
93387,1.0,6
93388,1.0,6
93389,1.0,6
93390,1.0,6
93391,1.0,6
93392,1.0,6
93393,1.0,6
93394,1.0,6
93395,1.0,6
93396,1.0,6
93397,1.0,6
93398,1.0,6
93399,1.0,6
93400,1.0,6
93401,1.0,6
93402,1.0,6
93403,1.0,6
93404,1.0,6
93405,1.0,6
93406,1.0,6
93407,1.0,6
93408,1.0,6
93409,1.0,6
93410,1.0,6
93411,1.0,6
93412,1.0,6
93413,1.0,6
93414,1.0,6
93415,1.0,6
93416,1.0,6
93417,1.0,6
93418,1.0,6
93419,1.0,6
93420,1.0,6
93421,1.0,6
93422,1.0,6
93423,1.0,6
93424,1.0,6
93425,1.0,6
93426,1.0,6
93427,1.0,6
93428,1.0,6
93429,1.0,6
93430,1.0,6
93431,1.0,6
93432,1.0,6
93433,1.0,6
93434,1.0,6
93435,1.0,6
93436,1.0,6
93437,1.0,6
93438,1.0,6
93439,1.0,6
93440,1.0,6
93441,1.0,6
93442,1.0,6
93443,1.0,6
93444,1.0,6
93445,1.0,6
93446,1.0,6
93447,1.0,6
93448,1.0,6
93449,1.0,6
93450,1.0,6
93451,1.0,6
93452,1.0,6
93453,1.0,6
93454,1.0,6
93455,1.0,6
93456,1.0,6
93457,1.0,6
93458,1.0,6
93459,1.0,6
93460,1.0,6
93461,1.0,6
93462,1.0,6
93463,1.0,6
93464,1.0,6
93465,1.0,6
93466,1.0,6
93467,1.0,6
93468,1.0,6
93469,1.0,6
93470,1.0,6
93471,1.0,6
93472,1.0,6
93473,1.0,6
93474,1.0,6
93475,1.0,6
93476,1.0,6
93477,1.0,6
93478,1.0,6
93479,1.0,6
93480,1.0,6
93481,1.0,6
93482,1.0,6
93483,1.0,6
93484,1.0,6
93485,1.0,6
93486,1.0,6
93487,1.0,6
93488,1.0,6
93489,1.0,6
93490,1.0,6
93491,1.0,6
93492,1.0,6
93493,1.0,6
93494,1.0,6
93495,1.0,6
93496,1.0,6
93497,1.0,6
93498,1.0,6
93499,1.0,6
93500,1.0,6
93501,1.0,6
93502,1.0,6
93503,1.0,6
93504,1.0,6
93505,1.0,6
93506,1.0,6
93507,1.0,6
93508,1.0,6
93509,1.0,6
93510,1.0,6
93511,1.0,6
93512,1.0,6
93513,1.0,6
93514,1.0,6
93515,1.0,6
93516,1.0,6
93517,1.0,6
93518,1.0,6
93519,1.0,6
93520,1.0,6
93521,1.0,6
93522,1.0,6
93523,1.0,6
93524,1.0,6
93525,1.0,6
93526,1.0,6
93527,1.0,6
93528,1.0,6
93529,1.0,6
93530,1.0,6
93531,1.0,6
93532,1.0,6
93533,1.0,6
93534,1.0,6
93535,1.0,6
93536,1.0,6
93537,1.0,6
93538,1.0,6
93539,1.0,6
93540,1.0,6
93541,1.0,6
93542,1.0,6
93543,1.0,6
93544,1.0,6
93545,1.0,6
93546,1.0,6
93547,1.0,6
93548,1.0,6
93549,1.0,6
93550,1.0,6
93551,1.0,6
93552,1.0,6
93553,1.0,6
93554,1.0,6
93555,1.0,6
93556,1.0,6
93557,1.0,6
93558,1.0,6
93559,1.0,6
93560,1.0,6
93561,1.0,6
93562,1.0,6
93563,1.0,6
93564,1.0,6
93565,1.0,6
93566,1.0,6
93567,1.0,6
93568,1.0,6
93569,1.0,6
93570,1.0,6
93571,1.0,6
93572,1.0,6
93573,1.0,6
93574,1.0,6
93575,1.0,6
93576,1.0,6
93577,1.0,6
93578,1.0,6
93579,1.0,6
93580,1.0,6
93581,1.0,6
93582,1.0,6
93583,1.0,6
93584,1.0,6
93585,1.0,6
93586,1.0,6
93587,1.0,6
93588,1.0,6
93589,1.0,6
93590,1.0,6
93591,1.0,6
93592,1.0,6
93593,1.0,6
93594,1.0,6
93595,1.0,6
93596,1.0,6
93597,1.0,6
93598,1.0,6
93599,1.0,6
93600,1.0,6
93601,1.0,6
93602,1.0,6
93603,1.0,6
93604,1.0,6
93605,1.0,6
93606,1.0,6
93607,1.0,6
93608,1.0,6
93609,1.0,6
93610,1.0,6
93611,1.0,6
93612,1.0,6
93613,1.0,6
93614,1.0,6
93615,1.0,6
93616,1.0,6
93617,1.0,6
93618,1.0,6
93619,1.0,6
93620,1.0,6
93621,1.0,6
93622,1.0,6
93623,1.0,6
93624,1.0,6
93625,1.0,6
93626,1.0,6
93627,1.0,6
93628,1.0,6
93629,1.0,6
93630,1.0,6
93631,1.0,6
93632,1.0,6
93633,1.0,6
93634,1.0,6
93635,1.0,6
93636,1.0,6
93637,1.0,6
93638,1.0,6
93639,1.0,6
93640,1.0,6
93641,1.0,6
93642,1.0,6
93643,1.0,6
93644,1.0,6
93645,1.0,6
93646,1.0,6
93647,1.0,6
93648,1.0,6
93649,1.0,6
93650,1.0,6
93651,1.0,6
93652,1.0,6
93653,1.0,6
93654,1.0,6
93655,1.0,6
93656,1.0,6
93657,1.0,6
93658,1.0,6
93659,1.0,6
93660,1.0,6
93661,1.0,6
93662,1.0,6
93663,1.0,6
93664,1.0,6
93665,1.0,6
93666,1.0,6
93667,1.0,6
93668,1.0,6
93669,1.0,6
93670,1.0,6
93671,1.0,6
93672,1.0,6
93673,1.0,6
93674,1.0,6
93675,1.0,6
93676,1.0,6
93677,1.0,6
93678,1.0,6
93679,1.0,6
93680,1.0,6
93681,1.0,6
93682,1.0,6
93683,1.0,6
93684,1.0,6
93685,1.0,6
93686,1.0,6
93687,1.0,6
93688,1.0,6
93689,1.0,6
93690,1.0,6
93691,1.0,6
93692,1.0,6
93693,1.0,6
93694,1.0,6
93695,1.0,6
93696,1.0,6
93697,1.0,6
93698,1.0,6
93699,1.0,6
93700,1.0,6
93701,1.0,6
93702,1.0,6
93703,1.0,6
93704,1.0,6
93705,1.0,6
93706,1.0,6
93707,1.0,6
93708,1.0,6
93709,1.0,6
93710,1.0,6
93711,1.0,6
93712,1.0,6
93713,1.0,6
93714,1.0,6
93715,1.0,6
93716,1.0,6
93717,1.0,6
93718,1.0,6
93719,1.0,6
93720,1.0,6
93721,1.0,6
93722,1.0,6
93723,1.0,6
93724,1.0,6
93725,1.0,6
93726,1.0,6
93727,1.0,6
93728,1.0,6
93729,1.0,6
93730,1.0,6
93731,1.0,6
93732,1.0,6
93733,1.0,6
93734,1.0,6
93735,1.0,6
93736,1.0,6
93737,1.0,6
93738,1.0,6
93739,1.0,6
93740,1.0,6
93741,1.0,6
93742,1.0,6
93743,1.0,6
93744,1.0,6
93745,1.0,6
93746,1.0,6
93747,1.0,6
93748,1.0,6
93749,1.0,6
93750,1.0,6
93751,1.0,6
93752,1.0,6
93753,1.0,6
93754,1.0,6
93755,1.0,6
93756,1.0,6
93757,1.0,6
93758,1.0,6
93759,1.0,6
93760,1.0,6
93761,1.0,6
93762,1.0,6
93763,1.0,6
93764,1.0,6
93765,1.0,6
93766,1.0,6
93767,1.0,6
93768,1.0,6
93769,1.0,6
93770,1.0,6
93771,1.0,6
93772,1.0,6
93773,1.0,6
93774,1.0,6
93775,1.0,6
93776,1.0,6
93777,1.0,6
93778,1.0,6
93779,1.0,6
93780,1.0,6
93781,1.0,6
93782,1.0,6
93783,1.0,6
93784,1.0,6
93785,1.0,6
93786,1.0,6
93787,1.0,6
93788,1.0,6
93789,1.0,6
93790,1.0,6
93791,1.0,6
93792,1.0,6
93793,1.0,6
93794,1.0,6
93795,1.0,6
93796,1.0,6
93797,1.0,6
93798,1.0,6
93799,1.0,6
93800,1.0,6
93801,1.0,6
93802,1.0,6
93803,1.0,6
93804,1.0,6
93805,1.0,6
93806,1.0,6
93807,1.0,6
93808,1.0,6
93809,1.0,6
93810,1.0,6
93811,1.0,6
93812,1.0,6
93813,1.0,6
93814,1.0,6
93815,1.0,6
93816,1.0,6
93817,1.0,6
93818,1.0,6
93819,1.0,6
93820,1.0,6
93821,1.0,6
93822,1.0,6
93823,1.0,6
93824,1.0,6
93825,1.0,6
93826,1.0,6
93827,1.0,6
93828,1.0,6
93829,1.0,6
93830,1.0,6
93831,1.0,6
93832,1.0,6
93833,1.0,6
93834,1.0,6
93835,1.0,6
93836,1.0,6
93837,1.0,6
93838,1.0,6
93839,1.0,6
93840,1.0,6
93841,1.0,6
93842,1.0,6
93843,1.0,6
93844,1.0,6
93845,1.0,6
93846,1.0,6
93847,1.0,6
93848,1.0,6
93849,1.0,6
93850,1.0,6
93851,1.0,6
93852,1.0,6
93853,1.0,6
93854,1.0,6
93855,1.0,6
93856,1.0,6
93857,1.0,6
93858,1.0,6
93859,1.0,6
93860,1.0,6
93861,1.0,6
93862,1.0,6
93863,1.0,6
93864,1.0,6
93865,1.0,6
93866,1.0,6
93867,1.0,6
93868,1.0,6
93869,1.0,6
93870,1.0,6
93871,1.0,6
93872,1.0,6
93873,1.0,6
93874,1.0,6
93875,1.0,6
93876,1.0,6
93877,1.0,6
93878,1.0,6
93879,1.0,6
93880,1.0,6
93881,1.0,6
93882,1.0,6
93883,1.0,6
93884,1.0,6
93885,1.0,6
93886,1.0,6
93887,1.0,6
93888,1.0,6
93889,1.0,6
93890,1.0,6
93891,1.0,6
93892,1.0,6
93893,1.0,6
93894,1.0,6
93895,1.0,6
93896,1.0,6
93897,1.0,6
93898,1.0,6
93899,1.0,6
93900,1.0,6
93901,1.0,6
93902,1.0,6
93903,1.0,6
93904,1.0,6
93905,1.0,6
93906,1.0,6
93907,1.0,6
93908,1.0,6
93909,1.0,6
93910,1.0,6
93911,1.0,6
93912,1.0,6
93913,1.0,6
93914,1.0,6
93915,1.0,6
93916,1.0,6
93917,1.0,6
93918,1.0,6
93919,1.0,6
93920,1.0,6
93921,1.0,6
93922,1.0,6
93923,1.0,6
93924,1.0,6
93925,1.0,6
93926,1.0,6
93927,1.0,6
93928,1.0,6
93929,1.0,6
93930,1.0,6
93931,1.0,6
93932,1.0,6
93933,1.0,6
93934,1.0,6
93935,1.0,6
93936,1.0,6
93937,1.0,6
93938,1.0,6
93939,1.0,6
93940,1.0,6
93941,1.0,6
93942,1.0,6
93943,1.0,6
93944,1.0,6
93945,1.0,6
93946,1.0,6
93947,1.0,6
93948,1.0,6
93949,1.0,6
93950,1.0,6
93951,1.0,6
93952,1.0,6
93953,1.0,6
93954,1.0,6
93955,1.0,6
93956,1.0,6
93957,1.0,6
93958,1.0,6
93959,1.0,6
93960,1.0,6
93961,1.0,6
93962,1.0,6
93963,1.0,6
93964,1.0,6
93965,1.0,6
93966,1.0,6
93967,1.0,6
93968,1.0,6
93969,1.0,6
93970,1.0,6
93971,1.0,6
93972,1.0,6
93973,1.0,6
93974,1.0,6
93975,1.0,6
93976,1.0,6
93977,1.0,6
93978,1.0,6
93979,1.0,6
93980,1.0,6
93981,1.0,6
93982,1.0,6
93983,1.0,6
93984,1.0,6
93985,1.0,6
93986,1.0,6
93987,1.0,6
93988,1.0,6
93989,1.0,6
93990,1.0,6
93991,1.0,6
93992,1.0,6
93993,1.0,6
93994,1.0,6
93995,1.0,6
93996,1.0,6
93997,1.0,6
93998,1.0,6
93999,1.0,6
94000,1.0,6
94001,1.0,6
94002,1.0,6
94003,1.0,6
94004,1.0,6
94005,1.0,6
94006,1.0,6
94007,1.0,6
94008,1.0,6
94009,1.0,6
94010,1.0,6
94011,1.0,6
94012,1.0,6
94013,1.0,6
94014,1.0,6
94015,1.0,6
94016,1.0,6
94017,1.0,6
94018,1.0,6
94019,1.0,6
94020,1.0,6
94021,1.0,6
94022,1.0,6
94023,1.0,6
94024,1.0,6
94025,1.0,6
94026,1.0,6
94027,1.0,6
94028,1.0,6
94029,1.0,6
94030,1.0,6
94031,1.0,6
94032,1.0,6
94033,1.0,6
94034,1.0,6
94035,1.0,6
94036,1.0,6
94037,1.0,6
94038,1.0,6
94039,1.0,6
94040,1.0,6
94041,1.0,6
94042,1.0,6
94043,1.0,6
94044,1.0,6
94045,1.0,6
94046,1.0,6
94047,1.0,6
94048,1.0,6
94049,1.0,6
94050,1.0,6
94051,1.0,6
94052,1.0,6
94053,1.0,6
94054,1.0,6
94055,1.0,6
94056,1.0,6
94057,1.0,6
94058,1.0,6
94059,1.0,6
94060,1.0,6
94061,1.0,6
94062,1.0,6
94063,1.0,6
94064,1.0,6
94065,1.0,6
94066,1.0,6
94067,1.0,6
94068,1.0,6
94069,1.0,6
94070,1.0,6
94071,1.0,6
94072,1.0,6
94073,1.0,6
94074,1.0,6
94075,1.0,6
94076,1.0,6
94077,1.0,6
94078,1.0,6
94079,1.0,6
94080,1.0,6
94081,1.0,6
94082,1.0,6
94083,1.0,6
94084,1.0,6
94085,1.0,6
94086,1.0,6
94087,1.0,6
94088,1.0,6
94089,1.0,6
94090,1.0,6
94091,1.0,6
94092,1.0,6
94093,1.0,6
94094,1.0,6
94095,1.0,6
94096,1.0,6
94097,1.0,6
94098,1.0,6
94099,1.0,6
94100,1.0,6
94101,1.0,6
94102,1.0,6
94103,1.0,6
94104,1.0,6
94105,1.0,6
94106,1.0,6
94107,1.0,6
94108,1.0,6
94109,1.0,6
94110,1.0,6
94111,1.0,6
94112,1.0,6
94113,1.0,6
94114,1.0,6
94115,1.0,6
94116,1.0,6
94117,1.0,6
94118,1.0,6
94119,1.0,6
94120,1.0,6
94121,1.0,6
94122,1.0,6
94123,1.0,6
94124,1.0,6
94125,1.0,6
94126,1.0,6
94127,1.0,6
94128,1.0,6
94129,1.0,6
94130,1.0,6
94131,1.0,6
94132,1.0,6
94133,1.0,6
94134,1.0,6
94135,1.0,6
94136,1.0,6
94137,1.0,6
94138,1.0,6
94139,1.0,6
94140,1.0,6
94141,1.0,6
94142,1.0,6
94143,1.0,6
94144,1.0,6
94145,1.0,6
94146,1.0,6
94147,1.0,6
94148,1.0,6
94149,1.0,6
94150,1.0,6
94151,1.0,6
94152,1.0,6
94153,1.0,6
94154,1.0,6
94155,1.0,6
94156,1.0,6
94157,1.0,6
94158,1.0,6
94159,1.0,6
94160,1.0,6
94161,1.0,6
94162,1.0,6
94163,1.0,6
94164,1.0,6
94165,1.0,6
94166,1.0,6
94167,1.0,6
94168,1.0,6
94169,1.0,6
94170,1.0,6
94171,1.0,6
94172,1.0,6
94173,1.0,6
94174,1.0,6
94175,1.0,6
94176,1.0,6
94177,1.0,6
94178,1.0,6
94179,1.0,6
94180,1.0,6
94181,1.0,6
94182,1.0,6
94183,1.0,6
94184,1.0,6
94185,1.0,6
94186,1.0,6
94187,1.0,6
94188,1.0,6
94189,1.0,6
94190,1.0,6
94191,1.0,6
94192,1.0,6
94193,1.0,6
94194,1.0,6
94195,1.0,6
94196,1.0,6
94197,1.0,6
94198,1.0,6
94199,1.0,6
94200,1.0,6
94201,1.0,6
94202,1.0,6
94203,1.0,6
94204,1.0,6
94205,1.0,6
94206,1.0,6
94207,1.0,6
94208,1.0,6
94209,1.0,6
94210,1.0,6
94211,1.0,6
94212,1.0,6
94213,1.0,6
94214,1.0,6
94215,1.0,6
94216,1.0,6
94217,1.0,6
94218,1.0,6
94219,1.0,6
94220,1.0,6
94221,1.0,6
94222,1.0,6
94223,1.0,6
94224,1.0,6
94225,1.0,6
94226,1.0,6
94227,1.0,6
94228,1.0,6
94229,1.0,6
94230,1.0,6
94231,1.0,6
94232,1.0,6
94233,1.0,6
94234,1.0,6
94235,1.0,6
94236,1.0,6
94237,1.0,6
94238,1.0,6
94239,1.0,6
94240,1.0,6
94241,1.0,6
94242,1.0,6
94243,1.0,6
94244,1.0,6
94245,1.0,6
94246,1.0,6
94247,1.0,6
94248,1.0,6
94249,1.0,6
94250,1.0,6
94251,1.0,6
94252,1.0,6
94253,1.0,6
94254,1.0,6
94255,1.0,6
94256,1.0,6
94257,1.0,6
94258,1.0,6
94259,1.0,6
94260,1.0,6
94261,1.0,6
94262,1.0,6
94263,1.0,6
94264,1.0,6
94265,1.0,6
94266,1.0,6
94267,1.0,6
94268,1.0,6
94269,1.0,6
94270,1.0,6
94271,1.0,6
94272,1.0,6
94273,1.0,6
94274,1.0,6
94275,1.0,6
94276,1.0,6
94277,1.0,6
94278,1.0,6
94279,1.0,6
94280,1.0,6
94281,1.0,6
94282,1.0,6
94283,1.0,6
94284,1.0,6
94285,1.0,6
94286,1.0,6
94287,1.0,6
94288,1.0,6
94289,1.0,6
94290,1.0,6
94291,1.0,6
94292,1.0,6
94293,1.0,6
94294,1.0,6
94295,1.0,6
94296,1.0,6
94297,1.0,6
94298,1.0,6
94299,1.0,6
94300,1.0,6
94301,1.0,6
94302,1.0,6
94303,1.0,6
94304,1.0,6
94305,1.0,6
94306,1.0,6
94307,1.0,6
94308,1.0,6
94309,1.0,6
94310,1.0,6
94311,1.0,6
94312,1.0,6
94313,1.0,6
94314,1.0,6
94315,1.0,6
94316,1.0,6
94317,1.0,6
94318,1.0,6
94319,1.0,6
94320,1.0,6
94321,1.0,6
94322,1.0,6
94323,1.0,6
94324,1.0,6
94325,1.0,6
94326,1.0,6
94327,1.0,6
94328,1.0,6
94329,1.0,6
94330,1.0,6
94331,1.0,6
94332,1.0,6
94333,1.0,6
94334,1.0,6
94335,1.0,6
94336,1.0,6
94337,1.0,6
94338,1.0,6
94339,1.0,6
94340,1.0,6
94341,1.0,6
94342,1.0,6
94343,1.0,6
94344,1.0,6
94345,1.0,6
94346,1.0,6
94347,1.0,6
94348,1.0,6
94349,1.0,6
94350,1.0,6
94351,1.0,6
94352,1.0,6
94353,1.0,6
94354,1.0,6
94355,1.0,6
94356,1.0,6
94357,1.0,6
94358,1.0,6
94359,1.0,6
94360,1.0,6
94361,1.0,6
94362,1.0,6
94363,1.0,6
94364,1.0,6
94365,1.0,6
94366,1.0,6
94367,1.0,6
94368,1.0,6
94369,1.0,6
94370,1.0,6
94371,1.0,6
94372,1.0,6
94373,1.0,6
94374,1.0,6
94375,1.0,6
94376,1.0,6
94377,1.0,6
94378,1.0,6
94379,1.0,6
94380,1.0,6
94381,1.0,6
94382,1.0,6
94383,1.0,6
94384,1.0,6
94385,1.0,6
94386,1.0,6
94387,1.0,6
94388,1.0,6
94389,1.0,6
94390,1.0,6
94391,1.0,6
94392,1.0,6
94393,1.0,6
94394,1.0,6
94395,1.0,6
94396,1.0,6
94397,1.0,6
94398,1.0,6
94399,1.0,6
94400,1.0,6
94401,1.0,6
94402,1.0,6
94403,1.0,6
94404,1.0,6
94405,1.0,6
94406,1.0,6
94407,1.0,6
94408,1.0,6
94409,1.0,6
94410,1.0,6
94411,1.0,6
94412,1.0,6
94413,1.0,6
94414,1.0,6
94415,1.0,6
94416,1.0,6
94417,1.0,6
94418,1.0,6
94419,1.0,6
94420,1.0,6
94421,1.0,6
94422,1.0,6
94423,1.0,6
94424,1.0,6
94425,1.0,6
94426,1.0,6
94427,1.0,6
94428,1.0,6
94429,1.0,6
94430,1.0,6
94431,1.0,6
94432,1.0,6
94433,1.0,6
94434,1.0,6
94435,1.0,6
94436,1.0,6
94437,1.0,6
94438,1.0,6
94439,1.0,6
94440,1.0,6
94441,1.0,6
94442,1.0,6
94443,1.0,6
94444,1.0,6
94445,1.0,6
94446,1.0,6
94447,1.0,6
94448,1.0,6
94449,1.0,6
94450,1.0,6
94451,1.0,6
94452,1.0,6
94453,1.0,6
94454,1.0,6
94455,1.0,6
94456,1.0,6
94457,1.0,6
94458,1.0,6
94459,1.0,6
94460,1.0,6
94461,1.0,6
94462,1.0,6
94463,1.0,6
94464,1.0,6
94465,1.0,6
94466,1.0,6
94467,1.0,6
94468,1.0,6
94469,1.0,6
94470,1.0,6
94471,1.0,6
94472,1.0,6
94473,1.0,6
94474,1.0,6
94475,1.0,6
94476,1.0,6
94477,1.0,6
94478,1.0,6
94479,1.0,6
94480,1.0,6
94481,1.0,6
94482,1.0,6
94483,1.0,6
94484,1.0,6
94485,1.0,6
94486,1.0,6
94487,1.0,6
94488,1.0,6
94489,1.0,6
94490,1.0,6
94491,1.0,6
94492,1.0,6
94493,1.0,6
94494,1.0,6
94495,1.0,6
94496,1.0,6
94497,1.0,6
94498,1.0,6
94499,1.0,6
94500,1.0,6
94501,1.0,6
94502,1.0,6
94503,1.0,6
94504,1.0,6
94505,1.0,6
94506,1.0,6
94507,1.0,6
94508,1.0,6
94509,1.0,6
94510,1.0,6
94511,1.0,6
94512,1.0,6
94513,1.0,6
94514,1.0,6
94515,1.0,6
94516,1.0,6
94517,1.0,6
94518,1.0,6
94519,1.0,6
94520,1.0,6
94521,1.0,6
94522,1.0,6
94523,1.0,6
94524,1.0,6
94525,1.0,6
94526,1.0,6
94527,1.0,6
94528,1.0,6
94529,1.0,6
94530,1.0,6
94531,1.0,6
94532,1.0,6
94533,1.0,6
94534,1.0,6
94535,1.0,6
94536,1.0,6
94537,1.0,6
94538,1.0,6
94539,1.0,6
94540,1.0,6
94541,1.0,6
94542,1.0,6
94543,1.0,6
94544,1.0,6
94545,1.0,6
94546,1.0,6
94547,1.0,6
94548,1.0,6
94549,1.0,6
94550,1.0,6
94551,1.0,6
94552,1.0,6
94553,1.0,6
94554,1.0,6
94555,1.0,6
94556,1.0,6
94557,1.0,6
94558,1.0,6
94559,1.0,6
94560,1.0,6
94561,1.0,6
94562,1.0,6
94563,1.0,6
94564,1.0,6
94565,1.0,6
94566,1.0,6
94567,1.0,6
94568,1.0,6
94569,1.0,6
94570,1.0,6
94571,1.0,6
94572,1.0,6
94573,1.0,6
94574,1.0,6
94575,1.0,6
94576,1.0,6
94577,1.0,6
94578,1.0,6
94579,1.0,6
94580,1.0,6
94581,1.0,6
94582,1.0,6
94583,1.0,6
94584,1.0,6
94585,1.0,6
94586,1.0,6
94587,1.0,6
94588,1.0,6
94589,1.0,6
94590,1.0,6
94591,1.0,6
94592,1.0,6
94593,1.0,6
94594,1.0,6
94595,1.0,6
94596,1.0,6
94597,1.0,6
94598,1.0,6
94599,1.0,6
94600,1.0,6
94601,1.0,6
94602,1.0,6
94603,1.0,6
94604,1.0,6
94605,1.0,6
94606,1.0,6
94607,1.0,6
94608,1.0,6
94609,1.0,6
94610,1.0,6
94611,1.0,6
94612,1.0,6
94613,1.0,6
94614,1.0,6
94615,1.0,6
94616,1.0,6
94617,1.0,6
94618,1.0,6
94619,1.0,6
94620,1.0,6
94621,1.0,6
94622,1.0,6
94623,1.0,6
94624,1.0,6
94625,1.0,6
94626,1.0,6
94627,1.0,6
94628,1.0,6
94629,1.0,6
94630,1.0,6
94631,1.0,6
94632,1.0,6
94633,1.0,6
94634,1.0,6
94635,1.0,6
94636,1.0,6
94637,1.0,6
94638,1.0,6
94639,1.0,6
94640,1.0,6
94641,1.0,6
94642,1.0,6
94643,1.0,6
94644,1.0,6
94645,1.0,6
94646,1.0,6
94647,1.0,6
94648,1.0,6
94649,1.0,6
94650,1.0,6
94651,1.0,6
94652,1.0,6
94653,1.0,6
94654,1.0,6
94655,1.0,6
94656,1.0,6
94657,1.0,6
94658,1.0,6
94659,1.0,6
94660,1.0,6
94661,1.0,6
94662,1.0,6
94663,1.0,6
94664,1.0,6
94665,1.0,6
94666,1.0,6
94667,1.0,6
94668,1.0,6
94669,1.0,6
94670,1.0,6
94671,1.0,6
94672,1.0,6
94673,1.0,6
94674,1.0,6
94675,1.0,6
94676,1.0,6
94677,1.0,6
94678,1.0,6
94679,1.0,6
94680,1.0,6
94681,1.0,6
94682,1.0,6
94683,1.0,6
94684,1.0,6
94685,1.0,6
94686,1.0,6
94687,1.0,6
94688,1.0,6
94689,1.0,6
94690,1.0,6
94691,1.0,6
94692,1.0,6
94693,1.0,6
94694,1.0,6
94695,1.0,6
94696,1.0,6
94697,1.0,6
94698,1.0,6
94699,1.0,6
94700,1.0,6
94701,1.0,6
94702,1.0,6
94703,1.0,6
94704,1.0,6
94705,1.0,6
94706,1.0,6
94707,1.0,6
94708,1.0,6
94709,1.0,6
94710,1.0,6
94711,1.0,6
94712,1.0,6
94713,1.0,6
94714,1.0,6
94715,1.0,6
94716,1.0,6
94717,1.0,6
94718,1.0,6
94719,1.0,6
94720,1.0,6
94721,1.0,6
94722,1.0,6
94723,1.0,6
94724,1.0,6
94725,1.0,6
94726,1.0,6
94727,1.0,6
94728,1.0,6
94729,1.0,6
94730,1.0,6
94731,1.0,6
94732,1.0,6
