episode_num,total_reward,episode_length
31611,0.0,2
31612,0.0,12
31613,0.0,2
31614,0.0,31
31615,0.0,13
31616,0.0,11
31617,1.0,9
31618,0.0,4
31619,0.0,12
31620,0.0,9
31621,0.0,10
31622,0.0,11
31623,0.0,6
31624,0.0,8
31625,0.0,2
31626,0.0,19
31627,0.0,8
31628,0.0,11
31629,0.0,14
31630,0.0,6
31631,0.0,10
31632,0.0,10
31633,0.0,5
31634,0.0,2
31635,0.0,10
31636,0.0,13
31637,0.0,25
31638,0.0,4
31639,0.0,11
31640,0.0,14
31641,0.0,23
31642,0.0,5
31643,0.0,4
31644,0.0,12
31645,0.0,12
31646,0.0,6
31647,0.0,10
31648,0.0,19
31649,0.0,7
31650,0.0,19
31651,0.0,6
31652,0.0,12
31653,0.0,16
31654,0.0,5
31655,0.0,5
31656,0.0,3
31657,0.0,2
31658,0.0,4
31659,0.0,7
31660,0.0,2
31661,1.0,14
31662,0.0,15
31663,0.0,4
31664,0.0,4
31665,0.0,3
31666,0.0,15
31667,0.0,3
31668,0.0,4
31669,0.0,7
31670,0.0,7
31671,0.0,13
31672,0.0,4
31673,1.0,10
31674,0.0,2
31675,0.0,2
31676,0.0,13
31677,0.0,3
31678,0.0,5
31679,0.0,22
31680,0.0,3
31681,0.0,26
31682,0.0,2
31683,0.0,8
31684,0.0,16
31685,0.0,18
31686,0.0,9
31687,0.0,16
31688,0.0,2
31689,0.0,18
31690,0.0,6
31691,0.0,23
31692,0.0,38
31693,0.0,7
31694,0.0,3
31695,0.0,8
31696,0.0,4
31697,0.0,3
31698,0.0,9
31699,0.0,9
31700,0.0,14
31701,0.0,3
31702,0.0,3
31703,0.0,2
31704,0.0,7
31705,0.0,9
31706,0.0,6
31707,0.0,6
31708,0.0,29
31709,0.0,9
31710,0.0,13
31711,0.0,5
31712,0.0,6
31713,0.0,38
31714,0.0,11
31715,0.0,5
31716,0.0,16
31717,0.0,4
31718,0.0,14
31719,0.0,6
31720,0.0,13
31721,0.0,16
31722,0.0,23
31723,0.0,15
31724,0.0,34
31725,0.0,3
31726,0.0,8
31727,0.0,5
31728,0.0,3
31729,0.0,7
31730,0.0,16
31731,0.0,4
31732,0.0,6
31733,0.0,4
31734,0.0,7
31735,0.0,5
31736,0.0,9
31737,0.0,2
31738,0.0,16
31739,0.0,24
31740,0.0,13
31741,0.0,20
31742,0.0,10
31743,0.0,10
31744,0.0,20
31745,0.0,16
31746,0.0,7
31747,0.0,17
31748,0.0,4
31749,0.0,10
31750,0.0,14
31751,0.0,22
31752,0.0,14
31753,0.0,13
31754,0.0,2
31755,0.0,16
31756,0.0,4
31757,0.0,8
31758,0.0,18
31759,0.0,3
31760,0.0,8
31761,0.0,21
31762,0.0,9
31763,0.0,11
31764,0.0,4
31765,0.0,23
31766,0.0,9
31767,0.0,13
31768,0.0,12
31769,0.0,3
31770,0.0,2
31771,0.0,4
31772,0.0,2
31773,0.0,20
31774,0.0,6
31775,0.0,8
31776,1.0,32
31777,0.0,16
31778,0.0,4
31779,1.0,8
31780,0.0,16
31781,0.0,14
31782,0.0,10
31783,0.0,6
31784,0.0,15
31785,0.0,8
31786,0.0,5
31787,0.0,6
31788,0.0,7
31789,0.0,3
31790,0.0,4
31791,0.0,5
31792,0.0,12
31793,0.0,3
31794,0.0,5
31795,0.0,12
31796,0.0,13
31797,0.0,24
31798,0.0,9
31799,0.0,35
31800,0.0,5
31801,0.0,7
31802,0.0,7
31803,0.0,28
31804,0.0,4
31805,0.0,4
31806,0.0,2
31807,0.0,32
31808,0.0,12
31809,0.0,10
31810,0.0,6
31811,0.0,10
31812,0.0,2
31813,0.0,36
31814,0.0,3
31815,0.0,5
31816,0.0,4
31817,0.0,6
31818,0.0,4
31819,0.0,3
31820,0.0,10
31821,0.0,3
31822,0.0,5
31823,0.0,12
31824,0.0,12
31825,0.0,7
31826,0.0,31
31827,0.0,9
31828,0.0,15
31829,0.0,2
31830,0.0,8
31831,0.0,6
31832,0.0,13
31833,0.0,4
31834,0.0,19
31835,0.0,13
31836,0.0,4
31837,0.0,6
31838,0.0,7
31839,0.0,2
31840,0.0,3
31841,0.0,20
31842,0.0,2
31843,0.0,28
31844,0.0,10
31845,0.0,10
31846,0.0,17
31847,0.0,14
31848,0.0,20
31849,0.0,19
31850,0.0,9
31851,0.0,4
31852,0.0,3
31853,0.0,10
31854,0.0,4
31855,0.0,22
31856,0.0,16
31857,0.0,8
31858,0.0,19
31859,0.0,3
31860,0.0,3
31861,0.0,14
31862,0.0,42
31863,0.0,11
31864,0.0,23
31865,0.0,5
31866,0.0,10
31867,0.0,15
31868,0.0,22
31869,0.0,7
31870,0.0,10
31871,0.0,20
31872,0.0,4
31873,0.0,8
31874,0.0,2
31875,0.0,11
31876,0.0,7
31877,0.0,17
31878,0.0,5
31879,0.0,22
31880,0.0,6
31881,0.0,2
31882,0.0,31
31883,0.0,13
31884,0.0,22
31885,0.0,16
31886,0.0,5
31887,0.0,4
31888,0.0,4
31889,0.0,15
31890,0.0,16
31891,0.0,3
31892,0.0,7
31893,1.0,8
31894,0.0,3
31895,1.0,10
31896,0.0,4
31897,0.0,5
31898,0.0,4
31899,0.0,6
31900,0.0,4
31901,0.0,3
31902,0.0,4
31903,0.0,11
31904,0.0,8
31905,0.0,15
31906,0.0,7
31907,0.0,18
31908,0.0,18
31909,0.0,8
31910,0.0,20
31911,0.0,22
31912,0.0,3
31913,0.0,17
31914,0.0,20
31915,0.0,20
31916,0.0,3
31917,0.0,10
31918,0.0,4
31919,0.0,18
31920,0.0,4
31921,0.0,2
31922,0.0,14
31923,0.0,8
31924,0.0,15
31925,1.0,17
31926,0.0,13
31927,0.0,16
31928,0.0,9
31929,0.0,13
31930,0.0,7
31931,0.0,4
31932,0.0,7
31933,0.0,17
31934,0.0,8
31935,0.0,3
31936,0.0,6
31937,0.0,6
31938,0.0,15
31939,0.0,13
31940,0.0,24
31941,0.0,10
31942,0.0,8
31943,0.0,6
31944,0.0,17
31945,0.0,9
31946,0.0,5
31947,0.0,2
31948,0.0,21
31949,1.0,24
31950,0.0,15
31951,1.0,14
31952,0.0,26
31953,0.0,13
31954,0.0,9
31955,0.0,12
31956,0.0,5
31957,0.0,31
31958,0.0,6
31959,0.0,6
31960,0.0,7
31961,0.0,4
31962,0.0,16
31963,0.0,4
31964,0.0,9
31965,0.0,10
31966,0.0,11
31967,0.0,12
31968,0.0,8
31969,0.0,12
31970,0.0,19
31971,0.0,3
31972,0.0,18
31973,0.0,8
31974,0.0,11
31975,0.0,16
31976,0.0,3
31977,0.0,6
31978,0.0,12
31979,0.0,4
31980,0.0,2
31981,0.0,7
31982,0.0,9
31983,0.0,17
31984,1.0,33
31985,0.0,5
31986,0.0,5
31987,0.0,3
31988,0.0,20
31989,0.0,19
31990,0.0,6
31991,0.0,3
31992,0.0,5
31993,0.0,42
31994,0.0,2
31995,0.0,3
31996,0.0,42
31997,0.0,5
31998,0.0,3
31999,0.0,15
32000,0.0,26
32001,0.0,18
32002,0.0,21
32003,0.0,10
32004,0.0,4
32005,0.0,6
32006,0.0,14
32007,0.0,6
32008,0.0,2
32009,0.0,26
32010,0.0,6
32011,1.0,17
32012,0.0,8
32013,0.0,19
32014,0.0,4
32015,0.0,5
32016,0.0,16
32017,0.0,12
32018,0.0,25
32019,0.0,8
32020,0.0,8
32021,0.0,25
32022,0.0,8
32023,0.0,21
32024,0.0,39
32025,0.0,17
32026,0.0,10
32027,0.0,4
32028,0.0,3
32029,0.0,2
32030,0.0,22
32031,0.0,9
32032,0.0,22
32033,1.0,19
32034,0.0,2
32035,0.0,8
32036,0.0,2
32037,0.0,40
32038,0.0,12
32039,0.0,9
32040,0.0,5
32041,0.0,16
32042,0.0,33
32043,0.0,6
32044,0.0,8
32045,0.0,13
32046,0.0,9
32047,0.0,9
32048,0.0,2
32049,0.0,10
32050,0.0,3
32051,0.0,19
32052,0.0,6
32053,0.0,4
32054,0.0,10
32055,0.0,4
32056,0.0,2
32057,0.0,4
32058,0.0,5
32059,0.0,2
32060,0.0,2
32061,0.0,14
32062,0.0,12
32063,0.0,7
32064,0.0,9
32065,0.0,3
32066,0.0,9
32067,1.0,18
32068,0.0,9
32069,0.0,12
32070,0.0,2
32071,0.0,6
32072,0.0,12
32073,0.0,3
32074,0.0,2
32075,0.0,6
32076,0.0,5
32077,0.0,13
32078,0.0,7
32079,0.0,17
32080,0.0,48
32081,0.0,35
32082,0.0,11
32083,0.0,4
32084,0.0,8
32085,0.0,10
32086,0.0,3
32087,0.0,14
32088,0.0,6
32089,0.0,2
32090,0.0,5
32091,0.0,10
32092,0.0,8
32093,0.0,23
32094,0.0,9
32095,0.0,8
32096,0.0,4
32097,0.0,16
32098,0.0,21
32099,0.0,10
32100,0.0,9
32101,0.0,8
32102,0.0,14
32103,0.0,13
32104,0.0,39
32105,0.0,3
32106,0.0,4
32107,0.0,11
32108,0.0,11
32109,0.0,11
32110,0.0,12
32111,0.0,10
32112,0.0,11
32113,0.0,13
32114,0.0,11
32115,0.0,10
32116,0.0,7
32117,0.0,13
32118,0.0,2
32119,0.0,5
32120,0.0,4
32121,0.0,9
32122,0.0,13
32123,0.0,24
32124,0.0,2
32125,0.0,14
32126,0.0,22
32127,1.0,42
32128,0.0,12
32129,0.0,4
32130,0.0,13
32131,1.0,10
32132,0.0,29
32133,0.0,17
32134,0.0,3
32135,0.0,4
32136,0.0,9
32137,0.0,7
32138,0.0,24
32139,0.0,6
32140,0.0,21
32141,0.0,32
32142,0.0,7
32143,0.0,23
32144,0.0,7
32145,0.0,5
32146,0.0,27
32147,0.0,8
32148,0.0,6
32149,0.0,3
32150,0.0,7
32151,0.0,3
32152,0.0,8
32153,0.0,9
32154,0.0,37
32155,0.0,9
32156,0.0,3
32157,0.0,11
32158,0.0,8
32159,0.0,4
32160,0.0,3
32161,0.0,3
32162,0.0,25
32163,0.0,9
32164,0.0,18
32165,0.0,26
32166,0.0,7
32167,1.0,17
32168,0.0,22
32169,0.0,16
32170,0.0,7
32171,0.0,3
32172,0.0,16
32173,0.0,14
32174,0.0,13
32175,0.0,21
32176,0.0,19
32177,0.0,4
32178,0.0,14
32179,0.0,10
32180,1.0,7
32181,0.0,16
32182,0.0,13
32183,0.0,25
32184,0.0,9
32185,0.0,19
32186,0.0,3
32187,0.0,6
32188,0.0,9
32189,0.0,9
32190,0.0,8
32191,0.0,11
32192,0.0,3
32193,0.0,19
32194,0.0,13
32195,0.0,10
32196,0.0,7
32197,0.0,9
32198,0.0,22
32199,0.0,12
32200,0.0,6
32201,0.0,16
32202,0.0,8
32203,0.0,18
32204,0.0,2
32205,0.0,6
32206,0.0,11
32207,0.0,5
32208,0.0,2
32209,0.0,4
32210,0.0,23
32211,0.0,18
32212,0.0,10
32213,0.0,11
32214,1.0,11
32215,0.0,2
32216,0.0,15
32217,0.0,25
32218,0.0,3
32219,1.0,37
32220,0.0,5
32221,0.0,5
32222,0.0,3
32223,0.0,5
32224,1.0,29
32225,0.0,14
32226,0.0,2
32227,0.0,11
32228,0.0,3
32229,0.0,8
32230,0.0,8
32231,0.0,6
32232,0.0,7
32233,0.0,4
32234,0.0,2
32235,0.0,8
32236,0.0,9
32237,1.0,24
32238,0.0,7
32239,0.0,15
32240,0.0,3
32241,0.0,3
32242,0.0,10
32243,0.0,2
32244,0.0,22
32245,0.0,5
32246,0.0,4
32247,0.0,6
32248,0.0,13
32249,0.0,5
32250,0.0,17
32251,0.0,9
32252,0.0,7
32253,0.0,2
32254,0.0,8
32255,0.0,30
32256,0.0,3
32257,0.0,36
32258,0.0,5
32259,0.0,9
32260,0.0,10
32261,0.0,7
32262,0.0,6
32263,1.0,17
32264,0.0,2
32265,0.0,9
32266,0.0,16
32267,0.0,5
32268,0.0,7
32269,0.0,6
32270,0.0,29
32271,0.0,4
32272,0.0,4
32273,0.0,18
32274,0.0,39
32275,0.0,7
32276,0.0,6
32277,0.0,21
32278,0.0,21
32279,0.0,14
32280,0.0,8
32281,1.0,13
32282,0.0,10
32283,1.0,9
32284,0.0,5
32285,0.0,10
32286,0.0,20
32287,0.0,4
32288,0.0,4
32289,0.0,11
32290,0.0,17
32291,0.0,15
32292,0.0,8
32293,0.0,4
32294,0.0,4
32295,0.0,11
32296,0.0,31
32297,0.0,12
32298,0.0,5
32299,1.0,6
32300,0.0,10
32301,0.0,16
32302,0.0,5
32303,0.0,9
32304,0.0,7
32305,0.0,2
32306,0.0,2
32307,0.0,10
32308,0.0,4
32309,0.0,3
32310,0.0,3
32311,0.0,6
32312,0.0,26
32313,0.0,6
32314,0.0,8
32315,0.0,3
32316,0.0,9
32317,0.0,8
32318,0.0,3
32319,0.0,9
32320,0.0,6
32321,0.0,5
32322,0.0,5
32323,0.0,4
32324,0.0,18
32325,0.0,12
32326,0.0,2
32327,0.0,2
32328,0.0,15
32329,0.0,3
32330,0.0,6
32331,0.0,10
32332,0.0,2
32333,0.0,16
32334,0.0,7
32335,0.0,5
32336,0.0,2
32337,0.0,14
32338,0.0,12
32339,0.0,21
32340,0.0,7
32341,0.0,2
32342,0.0,9
32343,0.0,23
32344,0.0,7
32345,0.0,20
32346,0.0,7
32347,0.0,14
32348,0.0,11
32349,0.0,16
32350,0.0,13
32351,0.0,5
32352,0.0,2
32353,0.0,27
32354,0.0,18
32355,0.0,17
32356,0.0,13
32357,0.0,25
32358,0.0,10
32359,0.0,4
32360,0.0,13
32361,0.0,9
32362,0.0,9
32363,0.0,10
32364,0.0,3
32365,0.0,3
32366,0.0,4
32367,0.0,20
32368,0.0,14
32369,0.0,9
32370,0.0,7
32371,0.0,7
32372,0.0,9
32373,0.0,3
32374,0.0,18
32375,0.0,11
32376,0.0,13
32377,1.0,40
32378,0.0,11
32379,0.0,3
32380,0.0,3
32381,0.0,24
32382,1.0,15
32383,0.0,10
32384,0.0,7
32385,0.0,3
32386,0.0,31
32387,0.0,23
32388,0.0,45
32389,0.0,6
32390,0.0,6
32391,0.0,29
32392,0.0,10
32393,0.0,7
32394,0.0,12
32395,0.0,20
32396,0.0,23
32397,0.0,9
32398,0.0,2
32399,0.0,2
32400,0.0,3
32401,0.0,7
32402,0.0,3
32403,0.0,18
32404,0.0,3
32405,0.0,5
32406,0.0,4
32407,0.0,22
32408,0.0,5
32409,0.0,10
32410,0.0,7
32411,0.0,5
32412,0.0,4
32413,0.0,2
32414,0.0,7
32415,0.0,3
32416,0.0,6
32417,0.0,2
32418,0.0,8
32419,0.0,7
32420,0.0,14
32421,0.0,20
32422,0.0,4
32423,0.0,3
32424,0.0,14
32425,0.0,15
32426,0.0,4
32427,0.0,2
32428,0.0,17
32429,0.0,4
32430,0.0,19
32431,0.0,15
32432,0.0,11
32433,0.0,5
32434,0.0,8
32435,0.0,26
32436,0.0,7
32437,0.0,8
32438,0.0,7
32439,0.0,3
32440,0.0,15
32441,0.0,33
32442,0.0,21
32443,0.0,7
32444,0.0,8
32445,0.0,2
32446,0.0,11
32447,0.0,7
32448,1.0,16
32449,0.0,11
32450,1.0,21
32451,0.0,3
32452,0.0,14
32453,0.0,4
32454,0.0,8
32455,0.0,13
32456,0.0,4
32457,0.0,17
32458,0.0,7
32459,0.0,4
32460,0.0,22
32461,0.0,17
32462,0.0,26
32463,0.0,22
32464,0.0,2
32465,0.0,4
32466,0.0,15
32467,0.0,19
32468,0.0,2
32469,0.0,18
32470,0.0,2
32471,0.0,5
32472,0.0,20
32473,0.0,27
32474,0.0,5
32475,0.0,4
32476,0.0,26
32477,0.0,5
32478,0.0,8
32479,0.0,27
32480,0.0,17
32481,0.0,10
32482,0.0,12
32483,0.0,19
32484,0.0,2
32485,0.0,15
32486,0.0,10
32487,0.0,5
32488,0.0,11
32489,0.0,18
32490,0.0,9
32491,0.0,17
32492,0.0,22
32493,0.0,11
32494,0.0,4
32495,0.0,45
32496,0.0,6
32497,0.0,5
32498,0.0,12
32499,0.0,15
32500,0.0,12
32501,0.0,34
32502,0.0,15
32503,0.0,26
32504,0.0,12
32505,0.0,14
32506,0.0,3
32507,0.0,7
32508,0.0,15
32509,0.0,9
32510,0.0,18
32511,0.0,5
32512,0.0,4
32513,0.0,35
32514,0.0,25
32515,0.0,6
32516,0.0,4
32517,0.0,7
32518,0.0,2
32519,0.0,6
32520,0.0,7
32521,0.0,2
32522,0.0,10
32523,0.0,26
32524,0.0,29
32525,0.0,14
32526,0.0,2
32527,0.0,10
32528,0.0,3
32529,0.0,4
32530,0.0,11
32531,0.0,39
32532,1.0,14
32533,0.0,18
32534,0.0,16
32535,0.0,5
32536,0.0,12
32537,0.0,9
32538,0.0,18
32539,1.0,6
32540,0.0,13
32541,0.0,6
32542,0.0,48
32543,0.0,7
32544,0.0,19
32545,0.0,7
32546,1.0,12
32547,0.0,13
32548,0.0,26
32549,0.0,13
32550,0.0,15
32551,0.0,11
32552,0.0,19
32553,0.0,3
32554,0.0,20
32555,0.0,13
32556,1.0,16
32557,0.0,28
32558,0.0,11
32559,0.0,12
32560,0.0,6
32561,0.0,9
32562,0.0,20
32563,0.0,18
32564,0.0,7
32565,1.0,19
32566,0.0,13
32567,0.0,8
32568,0.0,5
32569,0.0,2
32570,0.0,2
32571,0.0,8
32572,0.0,12
32573,1.0,51
32574,0.0,7
32575,0.0,2
32576,0.0,5
32577,0.0,10
32578,1.0,10
32579,0.0,10
32580,0.0,32
32581,0.0,4
32582,0.0,2
32583,0.0,4
32584,0.0,2
32585,0.0,6
32586,0.0,5
32587,0.0,22
32588,0.0,22
32589,0.0,15
32590,0.0,3
32591,0.0,8
32592,0.0,17
32593,0.0,10
32594,0.0,17
32595,0.0,5
32596,0.0,10
32597,0.0,17
32598,0.0,6
32599,0.0,2
32600,0.0,5
32601,0.0,6
32602,0.0,2
32603,0.0,6
32604,0.0,16
32605,0.0,11
32606,0.0,5
32607,0.0,11
32608,0.0,7
32609,0.0,6
32610,0.0,14
32611,0.0,13
32612,0.0,12
32613,0.0,22
32614,0.0,3
32615,0.0,7
32616,0.0,11
32617,0.0,6
32618,1.0,22
32619,0.0,2
32620,0.0,21
32621,0.0,12
32622,0.0,3
32623,0.0,5
32624,0.0,22
32625,0.0,10
32626,0.0,4
32627,0.0,22
32628,0.0,6
32629,0.0,18
32630,0.0,14
32631,0.0,11
32632,0.0,20
32633,0.0,10
32634,0.0,3
32635,0.0,10
32636,0.0,33
32637,0.0,24
32638,0.0,5
32639,0.0,24
32640,0.0,13
32641,0.0,6
32642,0.0,13
32643,0.0,3
32644,0.0,14
32645,0.0,6
32646,0.0,15
32647,0.0,8
32648,0.0,26
32649,0.0,18
32650,0.0,7
32651,0.0,12
32652,0.0,10
32653,0.0,16
32654,0.0,18
32655,0.0,20
32656,0.0,7
32657,0.0,6
32658,0.0,4
32659,0.0,10
32660,0.0,18
32661,0.0,3
32662,0.0,8
32663,0.0,21
32664,0.0,3
32665,0.0,3
32666,0.0,8
32667,0.0,5
32668,0.0,7
32669,0.0,7
32670,0.0,15
32671,0.0,3
32672,0.0,7
32673,0.0,3
32674,0.0,9
32675,0.0,10
32676,0.0,3
32677,0.0,28
32678,1.0,20
32679,0.0,4
32680,0.0,13
32681,0.0,3
32682,0.0,12
32683,0.0,11
32684,0.0,21
32685,1.0,21
32686,0.0,5
32687,0.0,4
32688,0.0,7
32689,0.0,6
32690,0.0,10
32691,0.0,15
32692,0.0,3
32693,0.0,4
32694,0.0,11
32695,0.0,7
32696,0.0,10
32697,0.0,7
32698,0.0,10
32699,0.0,16
32700,0.0,16
32701,0.0,7
32702,0.0,22
32703,0.0,8
32704,0.0,3
32705,0.0,3
32706,0.0,5
32707,0.0,14
32708,0.0,10
32709,0.0,2
32710,0.0,10
32711,0.0,8
32712,0.0,12
32713,0.0,12
32714,0.0,48
32715,0.0,17
32716,0.0,12
32717,0.0,22
32718,0.0,9
32719,0.0,5
32720,0.0,8
32721,0.0,2
32722,0.0,20
32723,0.0,12
32724,0.0,3
32725,0.0,10
32726,0.0,4
32727,0.0,9
32728,0.0,15
32729,0.0,10
32730,0.0,47
32731,0.0,14
32732,0.0,15
32733,0.0,7
32734,0.0,10
32735,0.0,7
32736,0.0,12
32737,0.0,8
32738,0.0,13
32739,0.0,24
32740,0.0,12
32741,0.0,8
32742,0.0,5
32743,0.0,6
32744,0.0,11
32745,0.0,19
32746,0.0,4
32747,0.0,10
32748,0.0,12
32749,0.0,4
32750,0.0,4
32751,0.0,17
32752,0.0,2
32753,0.0,14
32754,0.0,12
32755,0.0,13
32756,0.0,10
32757,0.0,11
32758,0.0,5
32759,0.0,9
32760,0.0,28
32761,0.0,8
32762,0.0,4
32763,0.0,12
32764,0.0,23
32765,0.0,8
32766,0.0,23
32767,1.0,9
32768,0.0,12
32769,0.0,16
32770,0.0,9
32771,0.0,11
32772,0.0,5
32773,0.0,10
32774,0.0,6
32775,0.0,12
32776,0.0,16
32777,0.0,3
32778,0.0,21
32779,1.0,9
32780,0.0,2
32781,0.0,13
32782,0.0,19
32783,0.0,17
32784,0.0,17
32785,0.0,6
32786,0.0,3
32787,0.0,7
32788,0.0,19
32789,0.0,16
32790,0.0,8
32791,0.0,3
32792,0.0,8
32793,0.0,5
32794,0.0,4
32795,0.0,22
32796,0.0,6
32797,0.0,22
32798,1.0,34
32799,0.0,10
32800,0.0,3
32801,0.0,11
32802,0.0,6
32803,0.0,9
32804,0.0,7
32805,0.0,21
32806,0.0,4
32807,0.0,14
32808,0.0,2
32809,0.0,12
32810,0.0,11
32811,0.0,3
32812,0.0,14
32813,0.0,9
32814,0.0,35
32815,0.0,10
32816,0.0,2
32817,0.0,11
32818,0.0,19
32819,0.0,7
32820,0.0,10
32821,0.0,6
32822,0.0,4
32823,0.0,15
32824,0.0,11
32825,0.0,13
32826,0.0,5
32827,0.0,4
32828,0.0,6
32829,0.0,14
32830,0.0,9
32831,0.0,16
32832,0.0,5
32833,0.0,36
32834,0.0,10
32835,0.0,4
32836,0.0,9
32837,0.0,10
32838,0.0,7
32839,0.0,9
32840,0.0,21
32841,0.0,7
32842,0.0,3
32843,0.0,3
32844,0.0,20
32845,0.0,3
32846,1.0,11
32847,0.0,13
32848,0.0,3
32849,0.0,10
32850,0.0,6
32851,0.0,14
32852,0.0,4
32853,0.0,17
32854,0.0,16
32855,0.0,10
32856,0.0,9
32857,0.0,14
32858,0.0,10
32859,0.0,14
32860,0.0,16
32861,1.0,32
32862,0.0,7
32863,0.0,19
32864,0.0,23
32865,0.0,3
32866,0.0,10
32867,0.0,3
32868,0.0,9
32869,0.0,2
32870,0.0,11
32871,0.0,3
32872,0.0,2
32873,0.0,6
32874,0.0,28
32875,0.0,3
32876,0.0,3
32877,0.0,5
32878,0.0,8
32879,0.0,14
32880,0.0,5
32881,0.0,2
32882,0.0,5
32883,0.0,2
32884,0.0,3
32885,0.0,4
32886,0.0,5
32887,0.0,4
32888,0.0,7
32889,0.0,18
32890,0.0,2
32891,0.0,7
32892,0.0,2
32893,0.0,8
32894,0.0,16
32895,0.0,7
32896,0.0,11
32897,0.0,7
32898,0.0,11
32899,0.0,9
32900,0.0,5
32901,0.0,3
32902,0.0,4
32903,0.0,20
32904,0.0,6
32905,0.0,5
32906,0.0,21
32907,0.0,39
32908,0.0,6
32909,0.0,12
32910,0.0,21
32911,0.0,4
32912,0.0,15
32913,0.0,3
32914,0.0,21
32915,0.0,4
32916,0.0,5
32917,0.0,10
32918,0.0,7
32919,0.0,30
32920,0.0,37
32921,0.0,4
32922,0.0,11
32923,0.0,7
32924,0.0,6
32925,0.0,6
32926,1.0,29
32927,0.0,21
32928,0.0,6
32929,0.0,14
32930,1.0,13
32931,0.0,18
32932,0.0,10
32933,0.0,22
32934,0.0,3
32935,0.0,6
32936,0.0,26
32937,0.0,10
32938,0.0,31
32939,0.0,12
32940,0.0,8
32941,0.0,2
32942,0.0,20
32943,0.0,20
32944,0.0,10
32945,0.0,13
32946,0.0,15
32947,0.0,20
32948,0.0,23
32949,0.0,11
32950,0.0,20
32951,1.0,9
32952,0.0,6
32953,0.0,11
32954,0.0,11
32955,0.0,5
32956,0.0,10
32957,0.0,24
32958,0.0,8
32959,0.0,32
32960,0.0,18
32961,0.0,6
32962,0.0,4
32963,0.0,19
32964,0.0,10
32965,0.0,4
32966,0.0,6
32967,0.0,9
32968,1.0,15
32969,0.0,15
32970,0.0,5
32971,0.0,6
32972,0.0,5
32973,0.0,25
32974,0.0,4
32975,0.0,9
32976,1.0,9
32977,0.0,20
32978,0.0,3
32979,0.0,3
32980,0.0,2
32981,0.0,13
32982,0.0,5
32983,0.0,4
32984,0.0,2
32985,0.0,38
32986,0.0,2
32987,0.0,2
32988,0.0,21
32989,0.0,13
32990,0.0,26
32991,0.0,10
32992,0.0,10
32993,0.0,32
32994,0.0,2
32995,0.0,27
32996,0.0,5
32997,0.0,17
32998,0.0,7
32999,0.0,11
33000,0.0,6
33001,0.0,8
33002,0.0,7
33003,0.0,17
33004,1.0,27
33005,0.0,8
33006,0.0,18
33007,0.0,3
33008,0.0,6
33009,0.0,15
33010,0.0,6
33011,0.0,2
33012,0.0,8
33013,0.0,9
33014,0.0,12
33015,0.0,26
33016,0.0,31
33017,0.0,7
33018,0.0,9
33019,0.0,11
33020,0.0,6
33021,0.0,9
33022,0.0,17
33023,0.0,4
33024,0.0,10
33025,0.0,5
33026,0.0,18
33027,0.0,6
33028,0.0,17
33029,0.0,10
33030,0.0,2
33031,0.0,11
33032,0.0,7
33033,0.0,6
33034,0.0,25
33035,0.0,5
33036,0.0,4
33037,0.0,28
33038,0.0,7
33039,0.0,10
33040,0.0,11
33041,0.0,8
33042,1.0,11
33043,0.0,25
33044,0.0,13
33045,0.0,6
33046,0.0,2
33047,0.0,2
33048,0.0,15
33049,0.0,15
33050,0.0,34
33051,0.0,12
33052,0.0,3
33053,0.0,15
33054,0.0,2
33055,0.0,7
33056,0.0,11
33057,0.0,10
33058,0.0,6
33059,0.0,11
33060,0.0,9
33061,0.0,12
33062,0.0,13
33063,0.0,12
33064,0.0,8
33065,0.0,2
33066,0.0,7
33067,0.0,11
33068,0.0,2
33069,0.0,28
33070,0.0,6
33071,0.0,6
33072,0.0,13
33073,0.0,20
33074,0.0,4
33075,0.0,11
33076,0.0,4
33077,0.0,2
33078,0.0,4
33079,0.0,8
33080,0.0,4
33081,0.0,5
33082,0.0,9
33083,0.0,9
33084,0.0,5
33085,0.0,2
33086,1.0,9
33087,1.0,26
33088,0.0,10
33089,0.0,20
33090,1.0,21
33091,0.0,2
33092,0.0,8
33093,0.0,8
33094,0.0,2
33095,0.0,7
33096,0.0,4
33097,0.0,10
33098,0.0,5
33099,0.0,17
33100,0.0,4
33101,0.0,13
33102,0.0,7
33103,0.0,5
33104,0.0,2
33105,0.0,10
33106,0.0,4
33107,0.0,8
33108,0.0,5
33109,1.0,30
33110,0.0,10
33111,0.0,3
33112,0.0,5
33113,0.0,8
33114,0.0,24
33115,0.0,10
33116,0.0,4
33117,0.0,20
33118,0.0,14
33119,0.0,40
33120,0.0,2
33121,0.0,19
33122,0.0,3
33123,0.0,17
33124,0.0,2
33125,0.0,17
33126,0.0,12
33127,0.0,19
33128,0.0,17
33129,0.0,6
33130,0.0,7
33131,0.0,2
33132,0.0,5
33133,0.0,15
33134,0.0,6
33135,0.0,15
33136,1.0,9
33137,0.0,7
33138,0.0,29
33139,0.0,5
33140,0.0,2
33141,0.0,5
33142,0.0,4
33143,0.0,23
33144,0.0,2
33145,0.0,6
33146,0.0,25
33147,0.0,2
33148,0.0,25
33149,0.0,4
33150,0.0,8
33151,0.0,2
33152,0.0,6
33153,0.0,13
33154,0.0,6
33155,0.0,3
33156,0.0,10
33157,0.0,6
33158,0.0,12
33159,0.0,8
33160,0.0,4
33161,1.0,7
33162,0.0,12
33163,0.0,23
